ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Jahresumsatz;Verkaufsflaeche
403;10963;Berlin-Kreuzberg;Stresemannstr. 72-78;13702;6851;41106
404;12305;Berlin-Lichtenrade;Lichtenrader Damm 219;2424;1212;8484
405;13439;Berlin-Reinickendorf;Quickborner Str. 66-70;8505;2835;14175
406;13409;Berlin-Mitte;Provinzstr. 30;4872;1624;11368
407;13357;Berlin-Mitte;Badstr. 60;35409;11803;82621
408;10969;Berlin-Kreuzberg;Charlottenstr. 2;4896;1632;14688
409;13357;Berlin-Mitte;Prinzenallee 75-77;12270;6135;61350
410;10117;Berlin-Mitte;Leipziger Str. 45B;22140;11070;55350
411;18147;Rostock;Swienskuhlenstr. 6;24660;12330;98640
412;13355;Berlin-Mitte;Brunnenstr. 87;824;412;2060
413;12099;Berlin-Tempelhof;Oberlandstr. 17;24780;8260;49560
414;15936;Dahme;Hauptstr. 67;1656;828;8280
415;12349;Berlin-Neukölln;Warmensteinacher Str. 57;830;415;2075
416;15806;Zossen;Stubenrauchstr. 25A;11232;3744;37440
417;10179;Berlin-Mitte;Heinrich-Heine-Str. 70;15846;7923;39615
418;10439;Berlin-Pankow;Bornholmer Str. 65;836;418;2508
419;13156;Berlin-Pankow;Grabbeallee 27/29;31425;10475;83800
420;10999;Berlin-Kreuzberg;Oranienplatz 4;25200;12600;100800
421;10435;Berlin-Pankow;Choriner Str. 64/64A;3368;1684;15156
422;12347;Berlin-Tempelhof;Tempelhofer Weg 14;22788;7596;75960
423;10999;Berlin-Kreuzberg;Kottbusser Str. 16A;2538;1269;11421
424;12349;Berlin-Neukölln;Buckower Damm 194;12720;6360;57240
425;10179;Berlin-Mitte;Holzmarktstr. 3;21250;10625;53125
426;12049;Berlin-Neukölln;Hermannstr. 55;19596;9798;78384
427;13158;Berlin-Pankow;Dietzgenstr. 102;19215;6405;64050
428;13189;Berlin-Pankow;Berliner Str. 27-28;1284;428;3852
429;12359;Berlin-Neukölln;Gutschmidtstr. 101;27027;9009;63063
430;12051;Berlin-Neukölln;Glasower Str. 42;11180;5590;44720
431;12047;Berlin-Neukölln;Maybachufer 32-33;5172;1724;12068
432;12053;Berlin-Neukölln;Flughafenstr. 1;25056;12528;62640
433;10405;Berlin-Prenzlauer Berg;Prenzlauer Allee 44;2598;866;5196
434;10439;Berlin-Pankow;Wisbyer Str. 16;2604;1302;9114
435;10997;Berlin-Kreuzberg;Zeughofstr. 23A;12180;6090;54810
436;12043;Berlin-Neukölln;Donaustr. 96;20928;10464;52320
437;10405;Berlin-Pankow;Greifswalder Str. 33A;28842;9614;57684
438;10409;Berlin-Pankow;Prenzlauer Allee 93;21024;7008;49056
439;10249;Berlin-Friedrichshain;Friedenstr. 94A;1756;878;5268
440;12055;Berlin-Neukölln;Lahnstr. 61;5280;2640;26400
441;13089;Berlin Pankow;Prenzlauer Promenade 65-67;7938;3969;27783
442;12359;Berlin-Neukölln;Späthstr. 162;12376;6188;61880
443;12059;Berlin-Neukölln;Sonnenallee 192;1772;886;6202
444;13086;Berlin-Pankow;Roelckestr. 172;27972;9324;65268
445;10245;Berlin-Friedrichshain;Warschauer Platz 14;24030;8010;64080
446;12353;Berlin-Neukölln;Lipschitzallee 50;22746;7582;75820
447;10407;Berlin-Pankow;Kniprodestr. 26;14751;4917;39336
448;17235;Neustrelitz;Strelitzer Str. 2;17920;8960;53760
449;13127;Berlin-Pankow;Pasewalker Str. 77;28287;9429;47145
450;12435;Berlin-Treptow;Kiefholzstr. 386;12600;6300;44100
451;13089;Berlin-Heinersdorf;Blankenburger Str. 17A;25256;12628;101024
452;13086;Berlin-Pankow;Pistoriusstr. 66/67;19888;9944;69608
453;10245;Berlin-Friedrichshain;Markgrafendamm 25C;6795;2265;11325
454;12357;Berlin-Neukölln;Neuköllner Str. 236-238;2724;908;6356
455;10247;Berlin-Friedrichshain;Rigaer Straße 36-39;31395;10465;94185
456;10245;Berlin-Friedrichshain;Boxhagener Str. 76-78;21888;10944;76608
457;10247;Berlin-Friedrichshain;Eldenaer Str. 34A;914;457;4570
458;13053;Berlin-Hohenschönhausen;Indira-Gandhi-Str. 101;34350;11450;80150
459;16792;Zehdenick;Bahnhofstr. 47;16524;8262;82620
460;12437;Berlin-Treptow;Kiefholzstr. 189;23000;11500;103500
461;10369;Berlin-Lichtenberg;Möllendorffstr. 75A;24894;8298;82980
462;13088;Berlin-Pankow;Berliner Allee 300;40194;13398;107184
463;16348;Wandlitz-Schönwalde;Hauptstr. 63;16668;8334;83340
464;16352;Schönwalde;Hauptstr. 63;38976;12992;90944
465;10365;Berlin-Lichtenberg;Ruschestr. 64-70;15810;7905;39525
466;17139;Malchin;Stavenhagener Str. 79;16776;8388;50328
467;10365;Berlin-Lichtenberg;Frankfurter Allee 212;37827;12609;63045
468;13125;Berlin Karow;Blankenburger Chaussee;39312;13104;104832
469;18190;Sanitz;Am Erlenhain 2;22512;7504;60032
470;12529;Schönefeld/ Berlin;Altglienicker Chaussee 13;23500;11750;58750
471;13055;Berlin;Große Leege Str. 95;5652;2826;22608
472;10315;Berlin-Lichtenberg;Einbecker Str. 59;25488;8496;42480
473;12459;Berlin-Treptow;Wilhelminenhofstr. 83-85;38313;12771;76626
474;13053;Berlin-Hohenschönhausen;Malchower Weg 134;39816;13272;92904
475;16559;Liebenwalde;Hammerallee 5;13300;6650;59850
476;12524;Berlin-Treptow;Semmelweisstr. 106;7140;2380;14280
477;10319;Berlin-Lichtenberg;Ontarioseestr. 17;38637;12879;90153
478;16348;Wandlitz;Bernauer Chaussee 70;41586;13862;110896
479;13053;Berlin-Hohenschönhausen;Gehrenseestr. 11;35925;11975;107775
480;12489;Berlin-Treptow;Adlergestell 291;28800;14400;115200
481;12681;Berlin-Marzahn;Marzahner Chaussee 189;27417;9139;91390
482;12681;Berlin-Marzahn;Märkische Allee 140A;13496;6748;60732
483;12526;Berlin;Paradiesstr. 210;5796;2898;14490
484;12683;Berlin-Marzahn;Allee der Kosmonauten 141A;23232;7744;54208
485;12524;Berlin-Treptow;Bruno-Taut-Str. 4;5820;1940;17460
486;12557;Berlin-Köpenick;Grünauer Str. 118;9720;4860;38880
487;12679;Berlin-Marzahn;Märkische Allee 276;30681;10227;51135
488;16341;Zepernick;Birkholzer Str. 1;17568;8784;70272
489;12683;Berlin-Marzahn;Cecilienstr. 161;44010;14670;132030
490;12621;Berlin-Hellersdorf;Chemnitzer Str. 174;3920;1960;11760
491;12689;Berlin-Marzahn;Havemannstr. 1;982;491;2455
492;12559;Berlin-Köpenick;Wendenschloßstr. 9;7872;3936;23616
493;12685;Berlin-Marzahn;Prötzeler Ring 8;32538;10846;75922
494;15711;Königs Wusterhausen;Luckenwalder Str. 68;18772;9386;93860
495;12621;Berlin-Hellersdorf;Alt-Kaulsdorf 56;13365;4455;22275
496;15745;Wildau;Dorfaue 33;23808;11904;83328
497;12619;Berlin-Hellersdorf;Feldberger Ring 1;7952;3976;39760
498;12629;Berlin-Hellersdorf;Gothaer Str. 49;2988;996;7968
499;15732;Eichwalde;August-Bebel-Allee 38-44;14970;7485;67365
500;12629;Berlin-Hellersdorf;Zossener Str. 121;43500;14500;130500
501;12587;Berlin-Köpenick;Fürstenwalder Damm 425;27054;13527;67635
502;12627;Berlin-Hellersdorf;Mark-Twain-Str. 2;6024;2008;10040
503;16321;Bernau;Schwanebecker Chaussee 84;25653;8551;42755
504;17179;Gnoien;Tessiner Str. 1;1512;504;3024
505;15366;Hönow;Mahlsdorfer Str. 82;1515;505;3030
506;15926;Luckau;Südpromenade 6;13156;6578;39468
507;16359;Biesenthal;Bahnhofstr. 152A;27378;13689;82134
508;17268;Templin;Prokopiusstr. 6;7620;2540;25400
509;15537;Erkner;Hohenbinder Weg 2;18324;6108;61080
510;15569;Woltersdorf;August-Bebel-Str. 4-5;39780;13260;79560
511;15370;Fredersdorf;Ernst-Thälmann-Str. 28C;26572;13286;66430
512;16356;Werneuchen;Freienwalder Str. 33;8192;4096;36864
513;17258;Feldberg;Luzinweg 4;20520;10260;102600
514;17094;Burg Stargard;Carl-Stolte-Str. 21;28784;14392;143920
515;17034;Neubrandenburg;Demminer Str. 49;35535;11845;59225
516;16244;Finowfurt;Schloßgutsiedlung 1;35604;11868;118680
517;15537;Grünheide;Ahornstr. 6;29986;14993;149930
518;18465;Tribsees;Sülzer Chaussee 15A;6216;2072;16576
519;17036;Neubrandenburg-Ost;Kruseshofer Str. 1;14532;7266;50862
520;18347;Wustrow;Ernst-Thälmann-Str. 41E;4680;1560;12480
521;17109;Demmin;Treptower Str. 1;11462;5731;51579
522;15907;Lübben;Berliner Chaussee 23;43848;14616;146160
523;17087;Altentreptow;Fritz-Reuter-Str. 16;3138;1569;14121
524;16225;Eberswalde-Mitte;Heegermühler Str. 1;6288;3144;15720
525;15344;Strausberg;Berliner Str. 93-94;7875;2625;23625
526;15859;Storkow;Schloßstr. 5;4734;1578;7890
527;16225;Eberswalde-Ostend;Freienwalder Str. 30A;30039;10013;50065
528;15517;Fürstenwalde;August-Bebel-Str. 65A;10560;5280;42240
529;18356;Barth;Am Mastweg 1;11109;3703;25921
530;18507;Grimmen;Stralsunder Str. 8;27030;9010;54060
531;17098;Friedland;Neubrandenburger Str. 16A;27081;9027;54162
532;16259;Bad Freienwalde;Altranfter Str. 4-8;6384;3192;31920
533;15374;Müncheberg;Ernst-Thälmann-Str. 22;31980;15990;159900
534;16278;Angermünde;Schwedter Str. 36;23496;11748;93984
535;17291;Prenzlau;Stettiner Str. 47;18190;9095;54570
536;17335;Strasburg;Jüteritzer Str. 16;3216;1608;8040
537;16269;Wriezen;Frankfurter Str. 11;22554;11277;67662
538;17506;Gützkow;Greifswalder Str. 1;11836;5918;35508
539;15848;Beeskow;Fürstenwalder Str. 9;3234;1617;8085
540;18442;Lüssow;Am Langendorfer Berg 1;23760;11880;118800
541;18437;Stralsund-Tribseer Wiesen;Feldstr. 1;42198;14066;126594
542;18439;Stralsund;Feldstr. 1;32520;10840;54200
543;18439;Stralsund;Heinrich von Stephan Str. 6;27693;9231;92310
544;18435;Stralsund-Knieper;Heinrich-von-Stephan-Str. 6;15232;7616;45696
545;17489;Greifswald-Industriegebiet;Gützkower Landstr. 12;8720;4360;21800
546;17489;Greifswald-Mühlenvorstadt;Anklamer Str. 30;16380;5460;43680
547;17491;Greifswald-Schönwalde;Hasenwinkel 36;27350;13675;82050
548;17389;Anklam;Pasewalker Allee 84;3288;1096;10960
549;15306;Seelow;Diedersdorfer Str. 1;14274;7137;42822
550;17309;Pasewalk;Lindenstr. 21;23100;7700;77000
551;17309;Pasewalk;Lindenstr. 33;1102;551;2755
552;16303;Schwedt-West;Bäckerstr. 1A;30912;15456;123648
553;16303;Schwedt;Berliner Str. 60F;41475;13825;69125
554;17358;Torgelow;Pasewalker Str. 6;24930;8310;41550
555;15234;Frankfurt/ Oder;Rathenaustr. 4;16650;8325;66600
556;15232;Frankfurt/ Oder;Weinbergweg 36;7784;3892;19460
557;17373;Ueckermünde;Chausseestr. 4C;21166;10583;105830
558;17438;Wolgast;Chausseestr. 17;5022;1674;13392
559;15890;Eisenhüttenstadt;Karl-Marx-Str. 35;33540;11180;78260
560;18528;Bergen;Gingster Chaussee 7;15120;5040;25200
561;17454;Zinnowitz;Salzhorstweg 9B;47124;15708;94248
562;18609;Binz;Proraer Chaussee 3;5620;2810;14050
563;18586;Baabe;Göhrener Chaussee 1A;14638;7319;43914
564;17429;Bansin;Ahlbecker Chaussee 9;24816;12408;86856
565;18551;Sagard;Glower Str. 31;32770;16385;163850
566;18546;Sassnitz-Lancken;Am Lanckener Gutshof 38;10188;3396;23772
567;27232;Sulingen;Nienburger Str. 62A;20412;6804;40824
568;27239;Twistringen;Lindenstr. 81-83;34080;11360;68160
569;27711;Bassum;Bremer Str. 42;6828;3414;27312
570;27211;Bassum;Bremer Str. 42;9120;4560;22800
571;27305;Bruchhausen-Vilsen;Am Bahnhof 19-21;20556;10278;92502
572;27318;Hoya;Auf dem Kuhkamp 26;9152;4576;32032
573;27793;Wildeshausen;Westring 5;20628;6876;48132
574;27243;Harpstedt;Waldstr. 1;20664;10332;72324
575;28857;Syke;Herrlichkeit 27;8625;2875;20125
576;29690;Schwarmstedt;Mönkeberg 3;12672;6336;57024
577;28844;Weyhe;Alte Hauptstr. 2;45006;15002;75010
578;27321;Thedinghausen;Mühlenstr. 5;24276;12138;84966
579;27283;Verden;Johanniswall 1-7;41688;13896;138960
580;27283;Verden;Berliner Ring 1;10440;5220;52200
581;27755;Delmenhorst-Hasport;Annenheider Str. 197;50547;16849;134792
582;27777;Ganderkesee;Lange Str. 20;6984;3492;34920
583;28816;Stuhr-Brinkum;Carl-Zeiss-Str. 17;31482;10494;73458
584;27753;Delmenhorst-Deichhorst;Hannah-Arendt-Str. 2;26280;8760;43800
585;28259;Bremen-Kirchhuchting;Dovemoor Str. 10;28080;14040;112320
586;28279;Bremen-Arsten;Arsterdamm 180;12306;4102;32816
587;28832;Achim-Baden;Verdener Str. 74;35220;17610;140880
588;27751;Delmenhorst-Iprump;Bremer Str. 106;29400;14700;102900
589;27299;Langwedel-Daverden;Hauptstr. 85;35340;11780;117800
590;28832;Achim;Bremer Str. 9;40710;13570;67850
591;28307;Bremen-Arbergen;Arberger Heerstr. 35;26004;13002;78012
592;28259;Bremen-Huchting;Huchtinger Heerstr. 57;1776;592;5920
593;26219;Bösel;Friesoyther Str. 14;33801;11267;90136
594;28201;Bremen-Buntentor;Kornstr. 305;49896;16632;99792
595;26203;Wardenburg;Oldenburger Str. 324;16660;8330;41650
596;26203;Wardenburg;Reiherweg;28608;9536;76288
597;28307;Bremen-Osterholz;Osterholzer Heerstr. 159;22686;11343;56715
598;28207;Bremen-Hastedt;Hastedter Heerstr. 19;7176;3588;25116
599;28195;Bremen-Mitte;Langenstr. 25-29;37737;12579;88053
600;28197;Bremen-Woltmershausen;Woltmershauser Str. 436-440;25200;12600;100800
601;26169;Friesoythe;Ellerbrocker Str. 1;52287;17429;139432
602;29664;Walsrode;Quintusstr. 133;10836;5418;27090
603;28329;Bremen-Vahr;In der Vahr 51;1206;603;5427
604;29308;Winsen;Poststr. 30;8456;4228;21140
605;29313;Hambühren;Ostlandstr. 2A;10890;5445;27225
606;28876;Oyten;Wehlacker 2;13332;6666;39996
607;28325;Bremen-Osterholz;Schevemoorer Landstr. 78-80;40062;13354;93478
608;28219;Bremen-Walle;Kieler Str. 2;34656;11552;69312
609;27798;Hude;Dr.Gustav-Thye-Str. 4;12789;4263;34104
610;28215;Bremen-Findorff;Hemmstr. 340;3660;1830;14640
611;28237;Bremen;AG-Weser-Str. 3;14664;7332;43992
612;28237;Bremen-Gröpelingen;Gröpelinger Heerstr. 43-45;34884;11628;69768
613;28357;Bremen-Lehe;Leher Heerstr. 126;25746;8582;42910
614;29683;Bad Fallingbostel;Düshorner Str. 16;3684;1228;6140
615;26133;Oldenburg-Kreyenbrück;Cloppenburger Str. 405;8610;4305;34440
616;29225;Celle;Fuhrberger Str. 139;55440;18480;166320
617;26897;Esterwegen;Poststr. 32-36;14808;7404;37020
618;26131;Oldenburg-Eversten;Hundsmühler Str. 147;44496;14832;74160
619;26135;Oldenburg-Osternburg;Bremer Heerstr. 75;22284;11142;66852
620;29221;Celle;Hannoversche Str. 32;53940;17980;89900
621;29339;Wathlingen;Nienhagener Str. 1;33534;11178;111780
622;29227;Celle;Baumschulenweg 5;24258;8086;48516
623;27809;Lemwerder;Hansering 2;22428;11214;67284
624;29223;Celle;Telefunkenstr. 49;3744;1248;6240
625;26123;Oldenburg-Donnerschwee;Wehdestr. 10;54375;18125;181250
626;26160;Petersfehn;Brüderstr. 53;16902;5634;50706
627;28719;Bremen-Lesum;Stader Landstr. 2-6;54549;18183;145464
628;26188;Edewecht;Hauptstr. 99;39564;13188;105504
629;26121;Oldenburg-Bürgerfelde;Melkbrink 68-72;30192;15096;90576
630;26129;Oldenburg-Wechloy;Ammerländer Heerstr. 274;18900;9450;66150
631;28865;Lilienthal;Falkenberger Landstr. 36;11358;5679;56790
632;28755;Bremen-Aumund;Hammersbecker Str. 57-59;20224;10112;70784
633;28779;Bremen-Lüssum;Lüssumer Str. 117;51273;17091;102546
634;26125;Oldenburg-Nadorst;Wilhelmshavener Heerstr. 51;1902;634;5706
635;27374;Visselhövede;Soltauer Str. 8;1270;635;4445
636;26127;Oldenburg-Alexandersfeld;Alexander Str. 444;43884;14628;87768
637;26121;Oldenburg;Alexanderstr. 444;34398;17199;171990
638;27367;Sottrum;Lienworth 10;34452;17226;137808
639;27721;Ritterhude;Herrhausenstr. 2-4;33228;16614;116298
640;29303;Bergen;Celler Str. 51;32000;16000;144000
641;28777;Bremen-Farge;Farger Str. 113;25640;12820;64100
642;26892;Dörpen;Hauptstr. 69;34668;11556;69336
643;28879;Grasberg-Wörpedorf;Kirchdamm 1B;36008;18004;90020
644;26683;Ramsloh;Hauptstr. 490;33488;16744;100464
645;28790;Schwanewede;Blumenthaler Str. 1;3870;1935;15480
646;27356;Rotenburg/ Wümme;Brauerstr. 3-9A;32300;16150;145350
647;26160;Bad Zwischenahn;Westersteder Str. 2A;33644;16822;100932
648;26931;Elsfleth;Oberrege 12-12A;18144;9072;63504
649;28790;Schwanewede;Lise-Meitner-Str. 1;23364;7788;38940
650;29331;Lachendorf;Ackerstr. 3-5;29250;9750;48750
651;27711;Osterholz-Scharmbeck;Am Pumpelberg 7;13671;4557;27342
652;27356;Rotenburg/ Wümme;Brockeler Str. 1;29992;14996;119968
653;27726;Worpswede;Osterweder Str. 3;39180;13060;130600
654;26180;Rastede;Oldenburger Str. 137;1962;654;5232
655;26676;Barßel;Friesoyther Str. 22;26200;13100;65500
656;26842;Ostrhauderfehn-Idafehn;Idafehn Mitte 4;15744;5248;31488
657;26871;Papenburg-Obenende;Bolwinsweg 3-5;21024;10512;63072
658;29643;Neuenkirchen;Delmser Dorfstr. 7;17108;8554;51324
659;26871;Papenburg-Untenende;Karl-Hillers-Str. 10;53379;17793;88965
660;29614;Soltau;Am Alten Stadtgraben 5;36960;18480;110880
661;26817;Westrhauderfehn;Rosmarinheide 46A;39660;13220;132200
662;26215;Wiefelstede;Wemkendorfer Weg 1;37734;12578;125780
663;26871;Aschendorf;Mühlenstr. 9;34476;17238;103428
664;26689;Apen-Augustfehn;Hauptstr. 484-486;31872;10624;74368
665;26810;Westoverledingen-Flachsmeer;Königstr. 143;31920;15960;95760
666;26655;Westerstede;Lange Str. 59;45954;15318;153180
667;27729;Hambergen;Hauptstr. 34;32016;10672;53360
668;26919;Brake;Weserstr. 78;44088;14696;146960
669;29328;Faßberg;Müdener Weg 19;30105;10035;70245
670;27628;Hagen;Döhrenacker 4;48240;16080;96480
671;29640;Schneverdingen;Harburger Str. 11;2684;1342;6710
672;27404;Zeven;Bremer Str. 51;12096;4032;40320
673;26826;Weener;Mühlenstr. 1;26247;8749;69992
674;27404;Zeven;Kivinanstr. 41;25612;12806;115254
675;29392;Wesendorf;Goethestr. 19;20250;10125;50625
676;26670;Uplengen-Remels;Ostertorstr. 75;39208;19604;196040
677;29633;Munster;Kohlenbissener Grund 11;35204;17602;88010
678;26789;Leer;Papenburger Str. 13;40680;20340;183060
679;26789;Leer;Ubbo-Emmius-Str. 93;10185;3395;23765
680;26789;Leer-Heisfelde;Heisfelder Str. 219;46920;15640;109480
681;29646;Bispingen;Soltauer Str. 1;35412;17706;159354
682;27442;Gnarrenburg;Hindenburgstr. 81-87;8184;2728;16368
683;26831;Bunde;Neuschanzerstr. 22;28686;14343;71715
684;27419;Sittensen;Stader Str. 13;51300;17100;85500
685;26316;Varel;Gertrud-Barthel-Str. 8;23290;11645;93160
686;26835;Hesel;Im Brink 1;18522;6174;49392
687;26345;Bockhorn;Steinhauser Str. 25-29;20610;6870;61830
688;27616;Beverstedt;Logestr. 42-44;11008;5504;49536
689;26802;Moormerland-Warsingsfehn;Rudolf-Eucken-Str. 26;41340;13780;82680
690;26340;Zetel;Ohrbült 4;26220;13110;104880
691;21255;Tostedt;Zinnhütte 10;31786;15893;127144
692;27612;Loxstedt;Parkstr. 4;45672;15224;152240
693;26954;Nordenham;Friedrich-Ebert-Str. 77-81;37422;18711;168399
694;27572;Bremerhaven-Wulsdorf;Carsten-Börger-Str. 10;60378;20126;201260
695;26639;Wiesmoor;Amaryllisweg 7;30580;15290;91740
696;26629;Ostgroßefehn;Postweg 28A;33408;16704;100224
697;27570;Bremerhaven-Geestemünde;Georg-Seebeck-Str. 44;9758;4879;48790
698;27574;Bremerhaven-Schiffdorferdamm;Schiffdorfer Chaussee 225;2094;698;6980
699;27432;Bremervörde;Alte Str. 35;16776;8388;67104
700;26452;Sande;Am Markt 7;16800;5600;44800
701;27570;Bremerhaven-Geestemünde;Elbestr. 124;52575;17525;140200
702;26389;Wilhelmshaven-Ebkeriege;Güterstr. 86;37908;12636;63180
703;21279;Hollenstedt;Hauptstr. 25-27;21090;7030;42180
704;26382;Wilhelmshaven-Mitte;Mitscherlichstr. 60-62;38016;12672;88704
705;29574;Ebstorf;Georg-Marwede-Str. 34;29610;14805;118440
706;29378;Wittingen;Knesebecker Str. 2 - 8;19062;6354;31770
707;21244;Buchholz;Soltauer Str. 93;36057;12019;96152
708;27568;Bremerhaven-Mitte;Barkhausenstr. 113;40356;13452;67260
709;26725;Emden-Borssum;Ulmenstr. 3-5;5672;2836;25524
710;26386;Wilhelmshaven-Neuengroden;Freiligrathstr. 195;34080;11360;79520
711;21244;Buchholz-Steinbeck;Zimmererstr. 1;8532;4266;29862
712;29389;Bad Bodenteich;Neustädter Str. 29;27768;9256;83304
713;27580;Bremerhaven-Lehe;Twischlehe 16;25668;12834;102672
714;26419;Schortens;Jadestr. 7-9;12852;6426;57834
715;29525;Uelzen;Hauenriede 1;27885;9295;74360
716;27619;Schiffdorf-Spaden;Neufelder Weg 4;8592;4296;34368
717;26725;Emden-Wolthusen;Folkmar-Allena-Str. 2;22944;11472;80304
718;21698;Harsefeld;Buxtehuder Str. 17;15078;5026;30156
719;26603;Aurich;Raiffeisenstr. 12;18694;9347;56082
720;21641;Apensen;Beim Butterberge 1-13;12960;4320;30240
721;27578;Bremerhaven-Leherheide;Wilhelm-Leuschner-Str. 20;10094;5047;50470
722;29525;Uelzen;Bernhard Nigebur Str. 6;51984;17328;86640
723;27607;Langen;Leher Landstr. 92-94;30366;15183;106281
724;26723;Emden-Constantia;Teutonenstr. 1;19548;6516;32580
725;26388;Wilhelmshaven-Fedderwardergroden;Posener Str. 113;56550;18850;169650
726;26607;Aurich;Emder Str. 27;5808;2904;17424
727;26721;Emden-Harsweg;Fritz-Reuter-Str. 6;13086;4362;30534
728;27607;Geestland-Langen;Sieverner Str. 22;21840;7280;36400
729;26441;Jever;Hooksweg 9;2187;729;6561
730;21614;Buxtehude-Hedendorf;Cuxhavener Str. 183;2190;730;4380
731;21614;Buxtehude;Bei der Fischtreppe 2;23392;11696;70176
732;26624;Südbrookmerland-Moordorf;Auricher Str. 98;41724;13908;97356
733;27624;Bad Bederkesa;Handelspark 20;46179;15393;138537
734;26409;Wittmund;Finkenburgstr. 32-34;27892;13946;83676
735;21614;Buxtehude;Harburger Str. 60-62;10290;5145;25725
736;21629;Neu Wulmstorf;Hauptstr. 52-54;2208;736;4416
737;29549;Bad Bevensen;Röbbeler Str. 1;4422;1474;11792
738;21335;Lüneburg;Harvey-Benjamin-Fuller-Str. 5;6642;2214;13284
739;21217;Seevetal-Fleestedt;Fleestedter Ring 1;42862;21431;107155
740;26736;Pewsum;Handelsstr. 1;51060;17020;119140
741;21220;Seevetal-Maschen;Heibensweg 3;17784;5928;29640
742;21149;Hamburg-Fischbek;Cuxhavener Str. 407;22260;11130;66780
743;27632;Dorum;Poststr. 18-22;43094;21547;193923
744;21682;Stade-Haddorf;Haddorfer Grenzweg 20;41664;20832;145824
745;21149;Hamburg-Hausbruch;Cuxhavener Str. 126-128;49170;16390;81950
746;21680;Stade;Harburger Str. 99;15666;5222;31332
747;21073;Hamburg-Eißendorf;Bremer Str. 181;11952;5976;59760
748;21079;Hamburg-Wilstorf;Rönneburger Str. 23;11220;3740;37400
749;21129;Hamburg-Neuenfelde;Nincoper Str. 154;14980;7490;52430
750;21423;Winsen;Bahnhofstr. 75;31500;15750;78750
751;26529;Marienhafe;Keno-Tom-Brook-Str. 2;6759;2253;18024
752;21680;Stade;Altländerstr. 31;7520;3760;37600
753;21337;Lüneburg;Theodor-Heuss-Str. 24;47439;15813;158130
754;21073;Hamburg-Harburg;Krummholzberg 14/ Wilstorfer Straße;45240;15080;75400
755;26434;Hohenkirchen;Heinrich-Steinberg-Str. 2;3020;1510;10570
756;21339;Lüneburg;Am Alten Eisenwerk 1;27216;9072;81648
757;21073;Hamburg-Heimfeld;Buxtehuder Str. 28;68130;22710;158970
758;26556;Westerholt;Auricher Str. 3;59124;19708;118248
759;21745;Hemmoor;Otto-Peschel-Str. 2-8;34914;17457;157113
760;26427;Esens;Bahnhofstr. 52;52440;17480;87400
761;21357;Bardowick;Große Str. 7;45660;22830;228300
762;22880;Wedel;Rissener Str. 112-114;13716;4572;32004
763;21107;Hamburg-Wilhelmsburg;Reinstorfweg 16;45780;22890;114450
764;21107;Hamburg-Wilhelmsburg;Am Veringhof 6;42784;21392;192528
